numero,code,nom_commercial,groupe_therapeutique,prix_fcfa
2022,4208111,KETOFAN GELULE 50 MG B/20,ANTI-INFLAMMATOIRE (AINS),1340.0
2023,4208134,KETOFAN SOL INJ 100 MG B/3,ANTI-INFLAMMATOIRE (AINS),1300.0
2024,5050105,KETOL CP 100 MG B/20,ANTI-INFLAMMATOIRE (AINS),2670.0
2025,5050109,KETOL CP 50 MG B/20,ANTI-INFLAMMATOIRE (AINS),1480.0
2026,8021757,KETONAL DUO CP 150 MG B/20,ANTI-INFLAMMATOIRE (AINS),3625.0
2027,8021622,KETONAL FORTE CP 100 MG B/20,ANTI-INFLAMMATOIRE (AINS),1905.0
2028,8071761,"KETONAL GEL P APPL LOC 2,5% T/50 G",ANTI-INFLAMMATOIRE (AINS),1655.0
2029,8021823,KETONAL SUPPO 100 MG B/l 2,ANTI-INFLAMMATOIRE (AINS),2260.0
2030,4207583,KETOPLUS SHAMPOOING FLACON DE 60 ML,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",4200.0
2031,3346112,KETOPROFEN GH CP 100 MG B/30,ANTI-INFLAMMATOIRE (AINS),1615.0
2032,8074340,KETOPROFEN GH SUPPO 100 MG B/l 2,ANTI-INFLAMMATOIRE (AINS),1750.0
2033,2214337,KETOPROFENE BIOGARAN COMP LP 100MG B/20,ANTI INFLAMMATOIRE NON STEROÏDIEN,2755.0
2034,8054142,KETOPROFENE UBI CP 100MG PLAQUETTE DE 10,ANTI-INFLAMMATOIRE (AINS),747.0
2035,3444476,"KETUM GEL P APPL LOC 2,5% T/l 20 G",ANTI-INFLAMMATOIRE (AINS),4466.0
2036,8066659,KIETYL CP SEC 6 MG B/30,"PSYCHIATRIE, ANXYOUTIQUES",2715.0
2037,3192801,KILCIP FORTE CP 500/600MG B/l 0,ANTIBIOTIQUE ET ANTIPARASITAIRE,4714.0
2038,1393161,KILMOL COMP 400MG/35MG B/l 0,ANTALGIQUE/ANTIPYRETIQUE + AINS,1460.0
2039,3192849,KILMOL CP 400/325MG B/30,ANTALGIQUE/ANTIPYRETIQUE + AINS,2785.0
2040,2291970,KINAFON CP 80 MG B/30,ANTISPASMODIQUE,1640.0
2041,8405274,KINAFON SUPPO 1167MG B/l 0,ANTISPASMODIQUE,2135.0
2042,8035908,KINAL CODEINE GELULE B/l8,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",1890.0
2043,8046409,KINAL PROMETHAZINE SUPPO BB B/l0,ANTALGIQUE/ANTIPYRETIQUE,895.0
2044,8046384,KINAL PROMETHAZINE SUPPO ENF B/l0,ANTALGIQUE/ANTIPYRETIQUE,1100.0
2045,3345740,"KINALDOL COMPRIMES 325MG/37,5MG B/20","ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",1446.0
2046,8109239,KINAZOL 2% SOL P APPL LOC FL/100 ML,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",5196.0
2047,8032287,KLACIN CP 500/125MG B/l 5,"ANTIBIOTIQUE, PENICILLINE",6862.0
2048,8032270,KLACIN SIROP 250/62.5MG FL/100 ML,"ANTIBIOTIQUE, PENICILLINE",5416.0
2049,8177146,KLAROMIN CP 250 MG B/l 4,"ANTIBIOTIQUE, MACROLIDE",5155.0
2050,8177152,KLAROMIN CP 500 MG B/l 4,"ANTIBIOTIQUE, MACROLIDE",10140.0
2051,3205259,KLAVMOX INJ IM/IV 1.2 G B/l,"ANTIBIOTIQUE, PENICILLINE",2110.0
2052,3574865,KLIPAL CODEINE CP 300MG/25MG B/l 6,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",1585.0
2053,3574871,KLIPAL CODEINE CP 600MG/50MG B/l 2,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",2140.0
2054,4215832,KNZ-200 CP 200 MG B/l 0,ANTIFONGIQUE SYSTEMIQUE,2695.0
2055,8426946,KOLICURE GOUTTES BUVABLES 40MG/ML FL/15ML,ANTISPASMODIQUE,1752.0
2056,8073725,LACOMA CY FL/2.5ML,"OPHTALMOLOGIE, ANTIGLAUCOMATEUX",10360.0
2057,8073754,LACOMA-T CY FL/2.5ML,"OPHTALMOLOGIE, ANTIGLAUCOMATEUX",11740.0
2058,3376562,LACRYVISC GEL OPHT T/l5 G,"OPHTALMOLOGIE, SUPPLEANCE LACRYMALE",4695.0
2059,3288332,LAMALINE GELULE B/l 6,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",1915.0
2060,3349594,LAMISIL CREME 1% T/15 G,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",5072.0
2061,6000847,LANSOPRAL GELULE 30 MG B/l 4,"GASTRO.E.H., ULCERE GASTRODUODENAL",5115.0
2062,2290485,LANSOPRAL GELULE 30 MG B/20,"GASTRO.E.H., ULCERE GASTRODUODENAL",7355.0
2063,8538245,LANSOPRAL GELULES 15MG B/l5,"GASTRO EH , ULCERE GASTRO DUODENAL",4475.0
2064,3037874,LANZOCAP GELULE 30 MG B/30,"GASTRO.E.H., ULCERE GASTRODUODENAL",8400.0
2065,3057124,LARGACTIL CP ENR 100 MG B/30,"PSYCHIATRIE, NEUROLEPTIQUES",4870.0
2066,8049595,LARIDOX CP B/3,"PARASITOLOGIE, ANTIPALUDIQUE",610.0
2067,3185513,LARINATE PDRE P SUSP INJ 60MG B/l,"PARASITOLOGIE, ANTIPALUDIQUE",1270.0
2068,8022946,LARITEM 40/240 CP 40 MG/240 MG B/l 2,"PARASITOLOGIE, ANTIPALUDIQUE",2660.0
2069,8022923,LARITEM 80/480 CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2030.0
2070,8141421,LARITEM CP 40MG/240MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2041.0
2071,3163900,LARITEM CP 60MG/360MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1960.0
2072,8170799,LARITEM DT CP DISPERSIBLE 20/120MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",735.0
2073,8061633,LARITEM ENF 20/120 CP 20MG/120MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",735.0
2074,8093024,LARITHEM CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2660.0
2075,8049649,LARITHER AMP INJ 40 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",5196.0
2076,8049661,LARITHER 80 AMP INJ B/6,"PARASITOLOGIE, ANTIPALUDIQUE",6120.0
2077,3369651,LARMES ARTIFICIELLES CY 1.4% FL/10ML,"OPHTALMOLOGIE, SUPPLEANCE LACRYMALE",1700.0
2078,3057294,LAROXYL AMP INJ 50 MG B/12,"PSYCHIATRIE, ANTIDEPRESSEURS",13185.0
2079,3057302,LAROXYL CP ENR 25 MG B/60,"PSYCHIATRIE, ANTIDEPRESSEURS",4140.0
2080,3057325,LAROXYL SOL GTTE BUV 4% FL/20 ML,"PSYCHIATRIE, ANTIDEPRESSEURS",5953.0
2081,3057331,LASILIX AMP INJ 20 MG B/l,"ANTIHYPERTENSEUR, DIURETIQUE",1135.0
2082,3528138,LASILIX CP 40 MG B/30,"ANTIHYPERTENSEUR, DIURETIQUE",2771.0
2083,3215356,LASILIX FAIBLE CP 20 MG B/30,"ANTIHYPERTENSEUR, DIURETIQUE",1807.0
2084,3249237,LASILIX RETARD GELULE LP 60 MG B/30,"ANTIHYPERTENSEUR, DIURETIQUE",3720.0
2085,3183090,LATANO CY 50MCG/ML,"OPHTALMOLOGIE, ANTIGLAUCOMATEUX",10527.0
2086,3183083,LATANOCOM CY FL/2.5ML,"OPHTALMOLOGIE, ANTIGLAUCOMATEUX",12635.0
2087,3415931,LATOCHEK CY 0.005% FL/2.5ML,"OPHTALMOLOGIE, ANTIGLAUCOMATEUX",9450.0
2088,1388901,"LAXAM COLLYRE 0,005% FL/5ML","OPHTALMOLOGIE, ANTIGLAUCOMATEUX",11000.0
2089,3403709,LAXAMAG PDRE P SUSP BUV SACHET B/10,"GASTRO.E.H., CONSTIPATION",4550.0
2090,1397741,LAXAMOL COLLYRE 50MG/5MG FL/5ML,"OPHTALMOLOGIE, ANTIGLAUCOMATEUX",12300.0
2091,9999082,LAXATOSE 66.5G SOL BUV FL/250 ML,"GASTRO.E.H., CONSTIPATION",3015.0
2092,8098636,LERIN CP0J25MG B/30,"GYNECOLOGIE, OCYTOCIQUES",3530.0
2093,5660459,LERZIN 5MG COMP B/10,"ALLERGOLOGIE, ANTIHISTAMINIQUE",3005.0
2094,3052619,LESSTROL CP PELL 10 MG B/30,HYPOLIPEMIANT,6920.0
2095,3044537,LESSTROL CP PELLICULE 20MG B/30,HYPOLIPEMIANT,8212.0
2096,3384244,"LETROZOL DENK CP 2,5 MG B/30","CANCEROLOGIE, ANTINEOPLASIQUE",24110.0
2097,3061344,LEUCODININE PDE 10% T/30 G,"DERMATOLOGIE, ANTIPSORIASIS",1825.0
2098,2473744,LEUTRIEN 4MG B/30,"PNEUMOLOGIE, ANTI-ASTHMATIQUE",3470.0
2099,2473746,LEUTRIEN CP 10MG B/30,"PNEUMOLOGIE, ANTI-ASTHMATIQUE",8290.0
2100,2473745,LEUTRIEN CP 5MG B/30,"PNEUMOLOGIE, ANTI-ASTHMATIQUE",4850.0
2101,3207864,LEVO DENK CP PELL 500 MG B/l 0,"ANTIBIOTIQUE, QUINOLONE",6920.0
2102,3320334,LEVOAS CP PELL 500 MG B/10,"ANTIBIOTIQUE, QUINOLONE",7370.0
2103,8021562,LEVOBACT CP 750 MG B/l 0,"ANTIBIOTIQUE, QUINOLONE",10525.0
2104,8008745,LEVOBACT CP PELL 500 MG B/l 0,"ANTIBIOTIQUE, QUINOLONE",8405.0
2105,3230824,LEVOCETIRIZINE GENERIS CP 5MG B/21,"ALLERGOLOGIE,ANTIHISTAMINIQUE",5320.0
2106,6001080,LEVOCINE CP 500 MG B/10,"ANTIBIOTIQUE, QUINOLONE",13200.0
2107,3365137,LEVOFLOX CP PELL 500 MG B/5,"ANTIBIOTIQUE, QUINOLONE",5885.0
2108,8002599,LEVOMAC CP PELL 250 MG B/5,"ANTIBIOTIQUE, QUINOLONE",3710.0
2109,8011486,LEVOMAC CP PELL 500 MG B/5,"ANTIBIOTIQUE, QUINOLONE",4369.0
2110,3473986,"LEVOPHTA CY 0,05% FL/5 ML","OPHTALMOLOGIE, ANTIALLERGIQUES LOCAUX",5195.0
2111,3237197,LEVOTHYROX 50 CP 50 MCG B/50,"ENDOCRINOLOGIE, ANTI-THYROIDIEN DE SYNTHESE",1050.0
2112,8069936,LEVOTOP CP 500 MG B/10,"ANTIBIOTIQUE, QUINOLONE",8710.0
2113,3258798,LEVOTRIZ CP 5MG B/10,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2785.0
2114,1304541,LEVOXIME CP 500MG B/10,"ANTIBIOTIQUE, QUINOLONE",1545.0
2115,8179501,LEVOZ CP PELL 5 MG B/10,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2235.0
2116,3054307,LEXOFEN PLUS CP B/20,ANTALGIQUE/ANTIPYRETIQUE + AINS,1770.0
2117,3174284,LEXOMIL CP 6 MG B/30,"PSYCHIATRIE, ANXYOUTIQUES",3600.0
2118,8035156,LIC CIFLOX CP 250 MG B/l 0,"ANTIBIOTIQUE, QUINOLONE",1505.0
2119,8035162,LIC CIFLOX CP 500 MG B/l 0,"ANTIBIOTIQUE, QUINOLONE",2530.0
2120,8040944,LIC NORFLOX CP 400 MG B/10,"ANTIBIOTIQUE, QUINOLONE",2330.0
2121,8035133,LIC PARAC CP 500 MG B/l 6,ANTALGIQUE/ANTIPYRETIQUE,385.0
2122,8040921,LIC PIROC CP 20 MG B/10,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),2265.0
2123,8010647,LICDAZOL 400MG SUSP BUVFL/10ML,"PARASITOLOGIE, ANTHELMINTIQUE",820.0
2124,3953568,LIDENE COMPRIMES PELLICULES SECABLES 15MG B/10,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2605.0
2125,3062059,LINCOCINE AMP INJ 600 MG B/l,"ANTIBIOTIQUE, LINCOSANIDE",2005.0
2126,3259081,LINCOCINE GELULE 500 MG B/l 2,"ANTIBIOTIQUE, LINCOSANIDE",4910.0
2127,2007816,LINCOCINE SIROP 250 MG/5ML FL 60ML,"ANTIBIOTIQUE, LINCOSANIDE",3115.0
2128,3207598,LINDA GYN SOLUTION GELIFIEE MOUSSANTE DERMIQUE FL/250ML,"DERMATOLOGIE, ANTISEPTIQUE LOCAL",4500.0
2129,8009325,LINMOX GELULE 500 MG B/l2,"ANTIBIOTIQUE, PENICILLINE",1505.0
2130,3326357,LIPANTHYL GELULE 200 MG B/30,HYPOLIPEMIANT,9330.0
2131,3492352,LIPIAS 10 MG CPR PELL B/30,HYPOLIPEMIANT,6475.0
2132,3992470,LIPIDUCE CP 10 MG B/30,HYPOLIPEMIANT,1890.0
2133,3317563,LIPOVAS CP PELL 10 MG B/30,HYPOLIPEMIANT,5265.0
2134,3317564,LIPOVAS CP PELL 20MG B/30,HYPOLIPEMIANT,6920.0
2135,2282310,LITACOLD CP POCHETTE/4,"ORL,ANTI-GRIPPE,ANTI-RHUME",275.0
2136,2259883,LITACOLD SIROP FL/100 ML,"ORL,ANTI-GRIPPE,ANTI-RHUME",1163.0
2137,9959781,LIVOZED SOL INJ POUR PERF 5MG/ML FL/100ML,"ANTIBIOTIQUE, QUINOLONE",2890.0
2138,8053787,LIVOZED CP 500 MG B/l 0,"ANTIBIOTIQUE, QUINOLONE",7345.0
2139,3024874,LOBAKCP B/l0,ANTALGIQUE/ANTIPYRETIQUE + AINS,1175.0
2140,3237292,LOCACID CREME T/30 G,"DERMATOLOGIE, ANTIACNEIQUE LOCAL",2415.0
2141,3237300,LOCACID LOTION DERM FL/15 ML,"DERMATOLOGIE, ANTIACNEIQUE LOCAL",2175.0
2142,3192796,"LOCAPRED CREME 0,1 % T/l5 G","DERMATOLOGIE,DERMOCORTICOIDE(AI S)",1945.0
2143,8005238,LOCARD 25 CP 25 MG B/l 0,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",1500.0
2144,8005273,LOCARD 50 CP 50 MG B/l 0,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",1605.0
2145,8005190,"LOCARD H CP PELL 25 MG/12,5 MG B/l 0",ANTIHYPERTENSEUR ANTAGONISTE RECEPTEURS ANGIOTENSINE II + DIURETIQUE,1815.0
2146,3385124,"LOCATOP CREME 0,1 % T/30 G","DERMATOLOGIE,DERMOCORTICOIDE(AI S)",2415.0
2147,3218946,LOCOID 0.1% LOTION DERM 0.1% FL/30ML,"DERMATOLOGIE,DERMOCORTICOIDE(AI S)",3120.0
2148,3219029,LOCOID 0.1% PDE T/30 G,"DERMATOLOGIE,DERMOCORTICOIDE(AI S)",2855.0
2149,3218969,LOCOID CREME CREME T/30 G,"DERMATOLOGIE,DERMOCORTICOIDE(AI S)",2855.0
2150,3458952,"LODOZ 2,5MG/6,25MG CP B/30",ANTIHYPERTENSEUR BETA BLOQUANT ET DIURETIQUE,5898.0
2151,3459006,LODOZCPR 5MG/6MG25 BT30,ANTIHYPERTENSEUR BETA BLOQUANT ET DIURETIQUE,5896.0
2152,3459058,LODOZ CPR 10MG /6MG25 BT30,ANTIHYPERTENSEUR BETA BLOQUANT ET DIURETIQUE,5900.0
2153,8046065,LOFNAC AMP INJ 75MG B/10,ANTI-INFLAMMATOIRE (AINS),2138.0
2154,2297459,LOFNAC CP 100 MG B/10,ANTI-INFLAMMATOIRE (AINS),1380.0
2155,3629982,LOFNAC GEL P APPL LOC 1 % T/30G,ANTI-INFLAMMATOIRE (AINS),1242.0
2156,8046059,LOFNAC SUPPO 100 MG B/10,ANTI-INFLAMMATOIRE (AINS),1890.0
2157,8362777,LOFNAC-P CP 50MG/500MG B/10,ANTALGIQUE/ANTIPYRETIQUE + AINS,5040.0
2158,2289482,LOUP CP 10 MG B/30,HYPOLIPEMIANT,5540.0
2159,2289513,LOLIP CP 20 MG B/30,HYPOLIPEMIANT,6230.0
2160,3560228,LOLIP CP 80 MG B/30,HYPOLIPEMIANT,10000.0
2161,3374139,LOMAC GELULE 20 MG B/l 4,"GASTRO.E.H., ULCERE GASTRODUODENAL",3805.0
2162,3374146,LOMAC PDRE POUR PREPAR INJ 40MG + FLACON DE SOLVANT,"GASTRO.E.H., ULCERE GASTRODUODENAL",6640.0
2163,8050150,LOMET GELULE 30 MG B/l 4,"GASTRO.E.H., ULCERE GASTRODUODENAL",4505.0
2164,8050167,LOMET GELULE 30 MG B/28,"GASTRO.E.H., ULCERE GASTRODUODENAL",8845.0
2165,8050144,LOMET GELULE 30 MG B/7,"GASTRO.E.H., ULCERE GASTRODUODENAL",2300.0
2166,3338308,LOMEXIN CREME 2% T/l 5 G,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",3310.0
2167,8305012,LONGAMYCINE CP 200 MG B/8,"ANTIBIOTIQUE, CYCLINE",1421.0
2168,8407988,LOOBID CP 200 MG B/10,ANTIBIOTIQUE ET ANTIPARASITAIRE,6230.0
2169,8305029,LOPERIUM GELULE 2 MG B/20,"GASTRO.E.H., ANTI- DIARRHEIQUE",2880.0
2170,8512797,LOPINECP10MG B/30,"ANTIHYPERTENSEUR, INHIBITEURS CALCIQUES",6780.0
2171,8553709,LOPINECP5MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR CALCIQUE",6229.0
2172,2288123,LORADINE SIROP FL/60 ML,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2320.0
2173,8018732,LORATADINE -HAKIM CP SEC 10 MG B/30,"ALLERGOLOGIE,ANTIHISTAMINIQUE",4230.0
2174,3053775,LORATOLCP 10 MG B/10,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2785.0
2175,8406150,LORATOL SIROP FL/100ML,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2785.0
2176,6041702,LOREUS COMPRIMES PELLICULES 5MG B/7,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2065.0
2177,3319451,LORHIST PDRE P SUSP BUV FL/60 ML,"ALLERGOLOGIE,ANTIHISTAMINIQUE",1960.0
2178,3067338,LORIXCP 10 MG B/15,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2592.0
2179,3268674,LORKOF EXPECTORANT SIROP FL/100 ML,"PNEUMOLOGIE, ANTIASTHMATIQUE",2100.0
2180,2272783,LOSAR DENK CP 100 MG B/28,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",12430.0
2181,3232989,LOSAR DENK CP PELLICULE 25MG B/28,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",6230.0
2182,2264370,LOSAR DENK CP PELLICULE 50MG B/28,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",8985.0
2183,3022917,LOSAR MEDIS CP B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",8750.0
2184,3000100,LOSARMAX CP 50/12.5MG B/30,ANTIHYPERTENSEUR ANTAGONISTE RECEPTEURS ANGIOTENSINE II + DIURETIQUE,6230.0
2185,3689986,LOSARTAN GH CP 50 MG B/30,"ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II",5165.0
2186,2187184,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB COMPRIMES PELLICULES 50MG/12,5MG B/30","ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II + DIURETIQUE",4410.0
2187,2187296,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB CP PELL100MG/12,5MG B/30","ANTIHYPERTENSEUR, ANTAGONISTE RECEPTEURS ANGIOTENSINE II + DIURETIQUE",9645.0
2188,2297487,LOTIN SOL BUV FL/60ML,ALLERGOLOGIEzANTIHISTAMINIQUE,1270.0
2189,3294870,LOVENOX SOL INJ 2000 Ul B/2,"HEMOSTASE, ANTICOAGULANTS INJECTABLES",6187.0
2190,3294864,LOVENOX SOL INJ 4000 Ul B/2,"HEMOSTASE, ANTICOAGULANTS INJECTABLES",8681.0
2191,3360578,LOVENOX SOL INJ 6000 Ul B/2,"HEMOSTASE, ANTICOAGULANTS INJECTABLES",11518.0
2192,3360590,LOVENOX SOL INJ 8000 Ul B/2,"HEMOSTASE, ANTICOAGULANTS INJECTABLES",13260.0
2193,8016956,LOVIR CP400MGB/25,ANTIVIRAUX,12634.0
2194,8016940,LOVIR CP 200 MG B/25,ANTIVIRAUX,7385.0
2195,9990150,LOVIR CREME T/10 G,ANTIVIRAUX,8430.0
2196,1598195,LOXAIR SUSP P INHAL 100MCG FL/200 DOSES,"PNEUMOLOGIE, ANTIASTHMATIQUE",3075.0
2197,3311077,LOXEN AMP INJ 10 MG B/5,"ANTIHYPERTENSEUR, INHIBITEUR CALCIQUE",9470.0
2198,3278173,LOXEN CP 20 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR CALCIQUE",5347.0
2199,3295510,LOXEN GELULE LP 50 MG B/60,"ANTIHYPERTENSEUR, INHIBITEUR CALCIQUE",16750.0
2200,8021014,LOXINTER CP 200 MG PLAQUETTE DE 10,"ANTIBIOTIQUE, QUINOLONE",3155.0
2201,8495136,LOZINE SIROP FL/100 ML,"ALLERGOLOGIE,ANTIHISTAMINIQUE",1795.0
2202,2298110,LRJ CY FL/10 ML,"OPHTALMOLOGIE, ANTIALLERGIQUES LOCAUX",3860.0
2203,3062935,LUBENTYL GELEE ORALE POT/250 G,"GASTRO.E.H., CONSTIPATION",2160.0
2204,3062929,LUBENTYL MAGNES GEL OARAL FL/260 G,"GASTRO.E.H., CONSTIPATION",2160.0
2205,3179451,LUFAMET FORTE CP 40 MG/240 MG B/12,"PARASITOLOGIE, ANTIPALUDIQUE",2990.0
2206,3179437,LUFAMET PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",3200.0
2207,3179444,LUFAMET-DS CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",3000.0
2208,2038969,LUFANTER CP 40 MG/240 MG B/12,"PARASITOLOGIE, ANTIPALUDIQUE",2720.0
2209,5802050,LUFANTER SUSP BUV FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2720.0
2210,3372173,LUFAR CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2675.0
2211,3217627,LUFEMAX CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2370.0
2212,3000117,LUFEMAX CP 40 MG/240 MG B/12,"PARASITOLOGIE, ANTIPALUDIQUE",2370.0
2213,3000124,LUFEMAX FORT CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2800.0
2214,3990605,LUFEMAX PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2290.0
2215,3209004,LUFENART CP 40 MG/240 MG B/l 2,"PARASITOLOGIE, ANTIPALUDIQUE",2925.0
2216,3209005,LUFENART CP 40 MG/240 MG B/l 2,"PARASITOLOGIE, ANTIPALUDIQUE",2925.0
2217,3209011,LUFENARTE FORTE CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2250.0
2218,8097358,LUMART PLUS CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2770.0
2219,8078220,LUM-ARTEM CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2530.0
2220,3249475,LUMESOFT PLUS CAPSULES MOLLES 40MG/240MG B/12,"PARASITOLOGIE, ANTIPALUDIQUE",2830.0
2221,8512857,LUMETER COMP 80MG/480MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",951.0
2222,8512863,LUMETER CP 40MG/240MG B/l 2,"PARASITOLOGIE, ANTIPALUDIQUE",1890.0
2223,8512867,LUMETHER CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1890.0
2224,8084539,LUMFART CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2635.0
2225,8084545,LUMFART PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",1970.0
2226,8425087,LUMIART CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2785.0
2227,8425064,LUMIART CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",3130.0
2228,8425058,LUMIART PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2235.0
2229,9114746,LUMIFORTE CP 40MG/250MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1750.0
2230,3439111,LUMIFORTE CP 60MG/360MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2235.0
2231,8149807,LUMIFORTE CP 80/480MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2260.0
2232,8149813,LUMIFORTE DT CP DISP 20MG/120 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",845.0
2233,3439692,LUMIFORTE PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2080.0
2234,1341721,LUMIFORTE SIROP 40MG/240MG FL/30L,"PARASITOLOGIE, ANTIPALUDIQUE",1228.0
2235,1341821,LUMIFORTE SIROP 60MG/360MG FL/30ML,"PARASITOLOGIE, ANTIPALUDIQUE",1990.0
2236,1341711,LUMIFORTE SP 180MG/1080MG FL/60ML,"PARASITOLOGIE, ANTIPALUDIQUE",3295.0
2237,3295036,LUMIRELAX BAUME PDE T/80 G,"RHUMATOLOGIE, MYORELAXANT",5130.0
2238,3063219,LUMIRELAX CP 500 MG B/20,"RHUMATOLOGIE, MYORELAXANT",3149.0
2239,3063202,LUMIRELAX PDET/40 G,"RHUMATOLOGIE, MYORELAXANT",1655.0
2240,3266112,LUTENYL CP 5 MG B/10,"GYNECOLOGIE,TRAITEMENTS DE LA MENOPAUSE",4825.0
2241,3063320,LUTERAN CP 5 MG B/10,"GYNECOLOGIE,TRAITEMENTS DE LA MENOPAUSE",2610.0
2242,3256077,LYAMOX CP DISPERS 1 G B/l 2,"ANTIBIOTIQUE, PENICILLINE",2325.0
2243,8077775,LYAMOX PDRE P SUSP BUV 250 MG/5 ML FL/60 ML,"ANTIBIOTIQUE, PENICILLINE",915.0
2244,3256237,LYATEM SOL INJ 80 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2590.0
2245,9999599,LYATEM 40MG/ML IM SOL INJ B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1585.0
2246,3256190,LYATER CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1795.0
2247,8076764,LYATER PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2145.0
2248,3256312,LYCEF INJ 1G/10ML IM/IV B/l,"ANTIBIOTIQUE, CEPHALOSPORINE",2190.0
2249,8078527,LYCINE CP 500 MG PLAQUETTE DE 10,"ANTIBIOTIQUE, QUINOLONE",885.0
2250,9990153,LYDEXA INJ 4MG/ML B/3,ANTI-INFLAMMATOIRE STEROÏDIEN (AIS),2000.0
2251,8147926,LYDICLO INJ 75MG B/10,ANTIINFLAMMATOIRE NON STEROÏDIEN,1525.0
2252,8075664,LYERY SACHETS 250MG B/30,"ANTIBIOTIQUE, MACROLIDE",2255.0
